Name,Docs URL,Number of pages,Example URL,Rendering apps,User journey,Email document type,Government document type,Content Purpose Subgroup,Content Purpose Supergroup
facet_value,https://docs.publishing.service.gov.uk/document-types/facet_value.html,0,,"",thing,other,other,other,other
fatality_notice,https://docs.publishing.service.gov.uk/document-types/fatality_notice.html,505,https://www.gov.uk/government/fatalities/sergeant-simon-alexander-hamilton-jewell,government-frontend,thing,announcements,fatality-notices,news,news_and_communications
field_of_operation,https://docs.publishing.service.gov.uk/document-types/field_of_operation.html,0,,whitehall-frontend,thing,other,other,other,other
finder,https://docs.publishing.service.gov.uk/document-types/finder.html,45,https://www.gov.uk/search/all,"finder-frontend, whitehall-frontend, collections",finding,other,other,other,other
finder_email_signup,https://docs.publishing.service.gov.uk/document-types/finder_email_signup.html,0,,finder-frontend,thing,other,other,other,other
flood_and_coastal_erosion_risk_management_research_report,https://docs.publishing.service.gov.uk/document-types/flood_and_coastal_erosion_risk_management_research_report.html,386,https://www.gov.uk/flood-and-coastal-erosion-risk-management-research-reports/achieving-net-zero-carbon-emissions-a-review-of-the-evidence-behind-carbon-offsetting,"",thing,other,other,other,other
foi_release,https://docs.publishing.service.gov.uk/document-types/foi_release.html,10850,https://www.gov.uk/government/publications/grade-and-salary-bands,government-frontend,thing,publications,foi-releases,freedom_of_information_releases,transparency
form,https://docs.publishing.service.gov.uk/document-types/form.html,5067,https://www.gov.uk/government/publications/application-for-a-vehicle-registration-certificate,"government-frontend, whitehall-frontend",thing,publications,forms,transactions,services
get_involved,https://docs.publishing.service.gov.uk/document-types/get_involved.html,0,,"",thing,other,other,other,other
gone,https://docs.publishing.service.gov.uk/document-types/gone.html,0,,"",thing,other,other,other,other
government,https://docs.publishing.service.gov.uk/document-types/government.html,0,,"",thing,other,other,other,other
government_response,https://docs.publishing.service.gov.uk/document-types/government_response.html,540,https://www.gov.uk/government/news/new-child-car-seat-rules-no-change-for-existing-booster-seats,government-frontend,thing,announcements,government-responses,speeches_and_statements,news_and_communications
governor_role,https://docs.publishing.service.gov.uk/document-types/governor_role.html,0,,"",thing,other,other,other,other
guidance,https://docs.publishing.service.gov.uk/document-types/guidance.html,21077,https://www.gov.uk/government/publications/covid-19-stay-at-home-guidance,"government-frontend, whitehall-frontend",thing,publications,guidance,guidance,guidance_and_regulation
guide,https://docs.publishing.service.gov.uk/document-types/guide.html,801,https://www.gov.uk/log-in-register-hmrc-online-services,government-frontend,thing,other,other,transactions,services
help_page,https://docs.publishing.service.gov.uk/document-types/help_page.html,10,https://www.gov.uk/help/terms-conditions,government-frontend,thing,other,other,other,other
high_commissioner_role,https://docs.publishing.service.gov.uk/document-types/high_commissioner_role.html,0,,"",thing,other,other,other,other
history,https://docs.publishing.service.gov.uk/document-types/history.html,6,https://www.gov.uk/government/history/10-downing-street,"",thing,other,other,other,other
hmrc_manual,https://docs.publishing.service.gov.uk/document-types/hmrc_manual.html,225,https://www.gov.uk/hmrc-internal-manuals/capital-gains-manual,manuals-frontend,thing,other,other,guidance,guidance_and_regulation
hmrc_manual_section,https://docs.publishing.service.gov.uk/document-types/hmrc_manual_section.html,80130,https://www.gov.uk/hmrc-internal-manuals/capital-gains-manual/cg60201c,manuals-frontend,thing,other,other,other,other
homepage,https://docs.publishing.service.gov.uk/document-types/homepage.html,0,,frontend,finding,other,other,other,other
html_publication,https://docs.publishing.service.gov.uk/document-types/html_publication.html,0,,"government-frontend, whitehall-frontend",thing,other,other,other,other
impact_assessment,https://docs.publishing.service.gov.uk/document-types/impact_assessment.html,1117,https://www.gov.uk/government/publications/skills-and-post-16-education-bill-impact-assessment-and-jchr-memorandum,government-frontend,thing,publications,impact-assessments,policy,policy_and_engagement
